Merchant ID,Average Amount/Transaction/Day,Transaction Amount
3859811531,444.9309256,21801.61535
3875188381,933.1631705,28928.05829
3884139657,808.2022141,46067.5262
3884787232,968.6067798,52304.76611
3905893865,208.0480827,7489.730977
3938462850,499.6241664,18985.71832
3950041893,570.627572,26819.49588
3958135740,681.5690311,31352.17543
3964604570,248.4369944,7204.672838
3995706579,539.2368026,25883.36652
4018645384,580.9745696,28467.75391
4022945723,336.182123,17817.65252
4024505715,656.2025117,37403.54317
4036426557,393.7053746,11811.16124
4058823520,603.3792276,30772.34061
4061849015,308.0830989,17868.81974
4063172111,886.8957371,44344.78686
4072532307,335.8370761,13097.64597
4084592872,610.5646704,29307.10418
4105344658,52.50319147,1365.082978
4114574519,572.3188104,25754.34647
4117880439,769.7753903,44646.97264
4127150902,570.5826102,18829.22614
4128978968,80.53627851,2335.552077
4130501464,483.9256352,26131.9843
4135098150,268.5412251,8593.319203
4138506573,787.7379607,32297.25639
4139060865,263.4127903,9746.273241
4139280493,921.0639299,46974.26042
4151187710,733.4911774,35941.06769
4154299431,510.4185708,22968.83569
4155574823,9.134958761,429.3430618
4161661486,29.16618193,904.1516398
4163803727,971.9442274,24298.60569
4172276215,616.3847055,19724.31058
4173436510,418.34977,21754.18804
4177712289,912.5499676,37414.54867
4180015902,110.5364153,3868.774536
4192972254,70.55375568,2187.166426
4202639184,730.7886618,41654.95372
4205436781,581.9333833,33170.20285
4209927538,502.4951099,24119.76528
4223065137,317.7292099,14297.81445
4224420959,428.1894204,25263.1758
4225126900,86.35227213,2935.977252
4225921989,58.50421659,1521.109631
4232210297,67.75952614,3455.735833
4240669276,429.8207641,18912.11362
4244630120,979.4752417,46035.33636
4266029386,924.9840806,39774.31547
4294222139,705.352783,27508.75854
4304266734,664.4396973,31228.66577
4305702710,444.8008156,16457.63018
4312225167,224.4733968,6060.781714
4314204125,658.1175211,39487.05127
4327113971,926.0312574,41671.40658
4345258543,398.5830073,11160.3242
4348694075,270.2719797,16216.31878
4349047749,281.6009344,14924.84952
4351013109,25.94673767,778.4021301
4361157500,892.0737616,50848.20441
4373776212,337.1910142,11127.30347
4378980797,359.9114021,15476.19029
4397330540,550.9807563,32507.86462
4398664733,429.5809401,14605.75196
4405257384,619.23554,29723.30592
4409660001,66.89089521,3143.872075
4427137431,720.1632813,25925.87813
4431147517,787.7381474,44113.33625
4439427249,815.8508538,35081.58671
4443404173,814.4750536,47239.55311
4453850276,707.2405588,33240.30626
4456899824,383.3426919,14950.36498
4481195802,487.6495231,14141.83617
4489896961,148.6099184,3715.24796
4526633692,307.4155075,14448.52885
4536078157,987.0255318,50338.30212
4544005938,744.816824,29047.85614
4557040500,679.3220446,40080.00063
4563845771,31.25395942,1187.650458
4579872633,978.691432,25445.97723
4585226511,256.1895782,9479.014393
4586229903,36.55582934,1571.900662
4592811487,865.809278,36363.98968
4596416910,28.36943391,1163.14679
4628780648,766.5603656,42160.82011
4629967388,860.6974012,51641.84407
4633703602,436.3097896,20506.56011
4639560839,128.0026311,7424.152604
4645301386,315.7326582,14523.70228
4648858919,110.1401282,6498.267564
4664574739,259.3569041,9855.562356
4667293611,253.8673429,13201.10183
4671682416,334.1530379,18378.41708
4684495167,507.067806,22310.98346
4687490727,396.6188071,11105.3266
4690923132,274.9736712,14298.6309
4691564176,630.3932778,34041.237
4713612792,491.2565161,28492.87793
4716163260,971.6299871,56354.53925
4718777983,366.1841195,17943.02186
4721121199,54.41576965,2285.462325
4727426967,719.8422034,37431.79458
4734471000,832.603207,33304.12828
4736685684,753.8463192,37692.31596
4748248523,658.3438678,35550.56886
4751116909,880.0117675,29920.4001
4762163981,735.2684285,18381.71071
4763086973,711.0605246,17776.51312
4764736078,592.3582367,14808.95592
4772667475,7.409143184,274.1382978
4786546169,147.1329946,7503.782725
4796001508,121.9231188,4755.001633
4805279645,943.4032124,45283.3542
4818869188,644.0231767,37997.36743
4835465818,531.3669609,21786.0454
4838852609,981.1519167,48076.44392
4839374244,204.3112252,5516.40308
4851963556,510.1006804,16833.32245
4858660021,640.0741242,37124.2992
4870833599,404.716752,23473.57162
4871980109,883.3452074,34450.46309
4873110740,545.4334446,29453.40601
4878516375,165.7654947,8454.04023
4879626708,591.3877421,31343.55033
4881579578,640.1624804,26246.6617
4890143931,740.2046238,23686.54796
4898289645,141.7425944,5669.703776
4902634359,271.0728565,15180.07996
4906320707,858.5601081,30908.16389
4908055617,801.2300183,29645.51068
4908884376,69.64048686,3551.66483
4933502657,615.5602077,36318.05225
4937588881,594.8029527,30334.95059
4940039747,600.0949052,31805.02998
4942320098,620.1060587,25424.34841
4943712797,131.8452729,3823.512914
4946946678,551.0820991,24798.69446
4948629322,865.32028,38074.09232
4970606263,589.1127234,34757.65068
4973267879,287.0167931,12341.7221
4973310264,919.8808727,39554.87753
4988866051,850.4822313,46776.52272
4989248225,240.9497143,8192.290286
5020008779,388.4652081,15538.60832
5022726674,540.6711096,14057.44885
5035552703,413.7465063,24824.79038
5037840894,509.1908935,28005.49914
5041652546,308.7609554,16673.09159
5054473235,353.7778362,19104.00315
5057209186,284.1427114,15343.70642
5063944744,521.4180425,28677.99234
5066590987,263.2839832,13954.05111
5076373986,688.9080072,33756.49235
5091764220,746.2325632,26864.37228
5108511837,162.269086,8113.4543
5116547959,657.5491567,30247.26121
5120397575,980.8272044,50022.18742
5121812372,450.4208559,17566.41338
5134289117,639.6560067,24306.92825
5150845822,875.3109328,35887.74824
5180064875,877.3857224,42991.9004
5183376007,749.7096084,23240.99786
5193134213,967.0755763,34814.72075
5195567970,959.1378013,52752.57907
5202727146,699.5129575,25182.46647
5224070838,108.2845499,5197.658395
5235580276,348.1773237,14623.4476
5258312871,732.0449117,18301.12279
5259123670,858.5168817,22321.43892
5264128511,7.954238966,294.3068417
5271180204,189.3138594,10601.57613
5274967692,49.67058576,1738.470502
5284726016,459.2866416,16075.03246
5309800449,846.6760804,30480.33889
5331771857,674.7817162,35088.64924
5338031118,865.7940313,45887.08366
5339489340,806.125364,20959.25946
5339849253,142.5739552,5845.532163
5345941652,726.0532789,27590.0246
5355399779,43.64750081,1440.367527
5425524255,186.3281183,10993.35898
5426200375,935.0104992,46750.52496
5426239243,124.1292468,4344.523638
5436582563,569.4513831,26764.21501
5436781051,204.4915452,5112.28863
5438087941,498.4128013,29406.35528
5439431588,534.7917778,13904.58622
5440569593,255.8440962,6396.102405
5444358642,690.3779723,41422.67834
5449566080,980.8982809,46102.2192
5459497990,773.6826383,22436.79651
5474497608,569.9575183,19378.55562
5475382688,969.4199486,37807.378
5491231228,500.7184551,20529.45666
5495610149,913.0344755,28304.06874
5497895958,192.4426122,7312.819264
5498518099,397.8326505,9945.816263
5499666666,826.6331531,42984.92396
5504141167,364.0641254,17111.01389
5507239729,145.7400314,5538.121193
5508434208,212.6425076,8293.057796
5516509929,807.7347087,40386.73544
5520132673,978.7182792,37191.29461
5526236381,418.9848756,10893.60677
5560111892,684.2787417,22581.19848
5562961422,312.3866556,15306.94612
5586273121,858.5143144,36057.6012
5588296997,484.1391246,17913.14761
5591651411,452.309247,18996.98837
5602598291,814.3885462,35018.70749
5614772190,818.1752923,27817.95994
5624569909,132.3457772,4102.719093
5631261207,697.0536989,30670.36275
5634640261,539.9713415,29158.45244
5636587443,820.8520643,41042.60322
5639232781,137.1661614,5898.14494
5646455022,129.2911425,4525.189988
5655572596,683.2697187,34163.48594
5656117724,432.7778058,21638.89029
5663085583,460.678046,27640.68276
5671132124,317.468299,15555.94665
5673635669,273.0599823,15291.35901
5675544222,856.7066756,24844.49359
5676841832,694.7347017,36126.20449
5688747995,506.9870067,20786.46727
5690777846,204.9659578,11273.12768
5693783739,500.0066511,22000.29265
5696577327,756.0365827,42338.04863
5703519784,931.9793134,40075.11048
5708922255,681.0673665,21794.15573
5731414073,492.558973,20687.47687
5733530619,434.4737987,14772.10916
5734095507,363.183629,13074.61064
5760152287,147.5242383,8261.357345
5766099974,847.9098005,42395.49003
5790085700,402.5043924,20930.2284
5793673119,471.3818806,23569.09403
5795857704,798.1141754,26337.76779
5797107780,992.6494887,25808.88671
5811420020,122.1290163,7327.740978
5845551567,404.1382887,23440.02074
5859908215,337.8148501,8783.186103
5862353618,720.7841274,38922.34288
5863189919,640.7230528,21143.86074
5869315272,592.8263199,17784.7896
5871664480,279.1086726,15909.19434
5874863707,265.8169401,9835.226784
5879049904,986.2171125,56214.37541
5884529995,705.1993256,19040.38179
5892017866,416.9327519,18761.97384
5928254406,899.179126,40463.06067
5930697966,427.1692882,16232.43295
5934351213,925.0870281,24977.34976
5938834165,733.9913263,38167.54897
5943567820,243.7620445,11456.81609
5959708973,877.8014753,36867.66196
5969094614,922.3986849,37818.34608
5988848064,947.7074177,45489.95605
5991109342,515.2839682,13397.38317
6016034477,979.5699377,41141.93738
6023215001,790.1523003,41878.07192
6028844245,865.2955833,23362.98075
6051871856,562.7565227,15757.18264
6052221972,101.461186,5174.520486
6062032943,58.85243721,3413.441358
6062389909,81.64788579,4572.281604
6070790055,15.74247373,535.2441068
6080895069,666.0617481,21313.97594
6083913860,871.8621512,28771.45099
6101824913,425.4511691,25527.07015
6102479353,489.4387231,26919.12977
6115607724,918.9229043,40432.60779
6118190038,862.8380502,41416.22641
6122610392,831.8627613,49079.90292
6124595289,81.92117847,3850.295388
6139931192,347.7253025,19820.34224
6142510334,249.8231543,6245.578858
6148192483,768.5943157,46115.65894
6177585619,519.3985865,16101.35618
6188405933,456.3813634,11865.91545
6189443441,894.7819545,37580.84209
6196064718,793.550405,27774.26418
6199861179,916.0180605,27480.54182
6201160714,114.2010307,6623.659781
6210230406,241.8275704,13542.34394
6278623414,115.0563898,4487.199202
6283390216,331.8126225,17586.06899
6283975662,908.1458054,23611.79094
6287176937,173.3603869,4334.009673
6291161670,654.8001656,25537.20646
6298132922,263.3156802,6582.892005
6321557899,715.1170832,24313.98083
6326408917,735.9010899,25756.53815
6338071932,942.3427767,44290.1105
6339832383,47.18366965,1651.428438
6347291796,411.2015311,14392.05359
6348242452,544.050812,14689.37192
6353760025,324.6814562,10065.12514
6356587989,69.80049552,1814.812884
6374053602,94.27628892,5373.748468
6378428813,687.7898409,17882.53586
6392329354,989.7481646,30682.1931
6396307681,380.3262615,17495.00803
6403649379,805.5476019,31416.35647
6412131239,684.2297364,30106.1084
6416323290,483.5514489,13539.44057
6419109258,534.4449872,14430.01465
6455635890,705.8118035,41642.89641
6471049957,81.53100514,4728.798298
6485322328,421.2386089,19798.21462
6486520105,107.0893057,3212.679171
6487405222,302.5597406,17548.46495
6494182360,503.9905822,28223.4726
6511919222,238.2450816,10482.78359
6514902255,9.919197533,257.8991359
6516357223,43.21184997,2333.439898
6537548014,895.6099868,50154.15926
6553441185,796.4496467,19911.24117
6561840914,814.1466471,24424.39941
6586987902,973.996789,56491.81376
6597904988,259.3645136,13227.59019
6606661761,756.7421967,37080.36764
6612448144,979.5642622,49957.77737
6619775423,378.3035981,12862.32234
6633884878,263.4791392,8694.811594
6656725630,769.0106009,40757.56185
6661273529,880.9781253,24667.38751
6661273529,1000,56000
6661273529,2000,54000
6661273529,2000,106000
6661273529,1000,28000
6661273529,500,20000
6661273529,300,15000
6661273530,1000,27000
6661273530,1000,34000
6661273530,2000,80000
6661273530,2000,108000
6661273530,1000,29000
6661273530,500,23000
6661273530,300,15300
6661273531,1200,61200
6661273531,600,16200
6661273531,300,7800
6661273531,500,16500
6661273531,500,19500
6661273531,500,14000
6661273532,500,17500
6661273532,500,23000
6661273532,800,24800
6661273532,400,10400
6661273532,200,10400
6661273533,800,35200
6661273533,400,14000
6661273533,200,7800
6661273534,800,31200
6661273534,700,25900
6661273534,800,40800
6661273534,800,40000
6661273534,400,12800
6661273534,200,11600
6661273531,1200,54000
6661273531,600,17400
6661273531,300,15000
6661273531,500,26500
6661273531,500,22000
6661273531,500,14000
6661273532,1000,29000
6661273532,1000,43000
6661273532,500,25500
6661273532,500,18000
6661273532,500,16500
6661273533,1000,35000
6661273533,1000,49000
6661273533,500,20500
6661273533,500,13500
6661273533,500,22500
6661273533,100,3100
6661273533,100,5300
3160041996,185.5,5008.5
3160041996,185.5,742
3160041996,185.5,2411.5
3200016990,262.5,3412.5
3200016990,375,10875
3200016990,375,4125
3333780991,375,4125
3335028024,795.3258416,17497.16852
3335329456,574.8953529,7473.639588
3337530841,697.1947817,697.1947817
3338290326,660.9056456,13879.01856
3341313096,139.5079394,1255.571455
3341718873,908.66928,1817.33856
3342028911,182.8927022,3292.06864
3343183606,748.9456577,18723.64144
3343565842,925.6920964,24067.99451
3347141750,784.7583042,2354.274913
3349106106,571.218401,11424.36802
3349221228,537.2396194,537.2396194
3351178102,801.4859808,801.4859808
3351313375,793.2098759,6345.679007
3352166255,388.4139607,5437.79545
3352708526,702.0144268,6318.129841
3356830106,477.5880271,6686.232379
3358331170,977.8147143,15645.03543
3359485487,604.4644263,14507.14623
3359515389,738.8735633,15516.34483
3361344544,176.9943282,4424.858205
3362934997,772.5997851,16997.19527
3363782481,817.7037576,16354.07515
3364000461,900.8032314,26123.29371
3364792317,695.8323671,15308.31208
3365168978,515.8856183,10833.59798
3369503548,797.6814921,19144.35581
3372853708,73.02885368,1752.692488
3373747581,554.570771,554.570771
3374256191,283.7194669,4823.230937
3376642926,492.0418223,7380.627335
3377525986,518.8298938,518.8298938
3377598810,980.6475055,0
3379194612,681.4592031,681.4592031
3379286495,258.4302829,7236.047921
3382903731,788.6774125,18928.2579
3382992385,305.901316,7035.730268
3384289990,667.4968404,11347.44629
3386119800,953.2963089,6673.074162
3386625503,819.2511303,1638.502261
3389037502,991.0820918,0
3390311896,564.6975784,1694.092735
3390408118,869.7825668,5218.695401
3390421922,226.3208575,4526.41715
3391137811,757.6708984,10607.39258
3392483844,810.3804191,18638.74964
3392901760,948.2604521,27499.55311
3393045253,33.32058923,966.2970877
3393235177,765.1056955,6120.845564
3394443999,139.5080885,418.5242655
3395034027,753.3895864,11300.8438
3396089333,904.0919615,18081.83923
3396563973,480.3256876,1440.977063
3396727901,575.8866276,9214.186042
3399674481,536.6174844,2683.087422
3400217521,635.925998,6995.185978
3401041254,945.80618,27428.37922
3401072583,893.6900118,2681.070035
3401445241,772.8766219,10047.39608
3401878013,463.3194612,11119.66707
3403918452,334.0842075,0
3405895343,372.5387616,5215.542662
3406168428,587.8233202,11756.4664
3406913277,976.8788131,12699.42457
3406925116,761.9929718,16763.84538
3409044326,417.6075211,10022.58051
3409095418,908.6468831,7269.175065
3409260594,152.2503117,913.5018702
3411546968,577.8632006,4622.905605
3412458375,325.8021309,6841.844749
3413554900,880.9632491,21143.11798
3414287941,222.8070521,0
3416522311,917.531656,4587.65828
3417285699,319.01937,7018.42614
3418158556,419.0199194,3771.179275
3419080002,896.5871669,19724.91767
3419693206,817.2087569,9806.505083
3420501022,649.5528983,12341.50507
3420560059,938.7780716,26285.786
3422472079,900.036479,27001.09437
3422768759,315.976275,947.928825
3423976232,782.086019,14859.63436
3425665457,394.0524621,6698.891856
3426603333,556.1020834,11678.14375
3426923173,710.0134924,14910.28334
3432025717,870.6814562,9577.496018
3433367068,751.7596085,12028.15374
3434958979,674.5685349,20237.05605
3436535040,245.3440109,1717.408076
3439089244,116.2161332,929.7290656
3441115676,962.8074737,26958.60926
3444008590,755.0230242,16610.50653
3444574612,67.69839344,676.9839344
3450450657,609.1754966,1218.350993
3454656550,879.8399926,0
3456680998,744.439535,20844.30698
3456739646,174.5748193,0
3457182263,561.8878553,15732.85995
3457793169,255.2412689,2041.930151
3458102286,480.7311598,6730.236237
3459461025,933.6599343,3734.639737
3459826071,114.8077308,1607.308231
3466513147,982.5476097,4912.738049
3469733087,435.9134916,4359.134916
3469801806,226.8339896,453.6679792
3470036109,271.2274609,1356.137305
3470420389,327.5072453,7860.173887
3473277510,736.8517692,13263.33185
3474413225,567.4378159,6241.815975
3475849004,993.317349,13906.44289
3475935285,400.4562388,800.9124776
3479876243,678.9127188,6110.214469
3480678455,533.8960656,4271.168525
3481118585,732.522185,12452.87715
3481901056,259.4495207,2853.944728
3482015123,887.7929168,15092.47959
3482027814,673.7871805,16170.89233
3482372454,592.772034,7706.036442
3483261554,659.8070713,19134.40507
3483773246,502.8393651,4525.554286
3484573869,540.9795433,3245.87726
3484615286,90.01274555,2070.293148
3488297673,153.7511235,615.004494
3489307761,184.4780964,5349.864796
3489590587,741.5584216,1483.116843
3489678612,535.0000484,10165.00092
3490791034,276.7648962,4428.238339
3491083090,535.6385501,8034.578252
3491505286,143.831833,3595.795825
3491557751,645.2165927,10968.68208
3493976559,221.53988,3987.71784
3496464197,295.7822414,4732.515862
3498263337,807.8373395,16964.58413
3499087362,731.9780894,13907.5837
3499488049,299.1148076,7776.984998
3499689294,368.4336312,8105.539886
3500328343,746.3343732,21643.69682
3501885583,581.3095268,11044.88101
3505803066,413.8841481,9933.219554
3507404802,653.4400849,6534.400849
3508386391,551.3288488,13783.22122
3508392910,588.821206,1766.463618
3510594343,698.0108159,6282.097343
3511712407,619.7705306,10536.09902
3514946201,168.1831738,4204.579345
3515458871,931.7107901,7453.686321
3515534397,596.3886428,10734.99557
3516097910,975.2536165,21455.57956
3516508833,350.1571551,9104.086033
3516805332,425.6565945,1702.626378
3517947519,24.61433519,443.0580334
3518189460,884.5431496,0
3518236039,885.7841967,15058.33134
3518422544,966.6480189,27066.14453
3518784657,154.5972464,1545.972464
3519472772,628.7312042,18861.93613
3519486219,596.4622689,13718.63218
3521648616,541.1007341,15150.82055
3522325752,602.1745806,5419.571225
3527412600,143.7397219,431.2191657
3531995557,835.164541,22549.44261
3535300409,218.2719168,1527.903418
3535357836,210.4549194,4419.553307
3536978368,366.0303963,1464.121585
3538500518,480.9564776,6252.434209
3539473672,524.1820479,4193.456383
3540314065,209.7750891,4405.276871
3540872906,230.9225454,5080.295999
3543390736,292.3802799,2631.422519
3548719208,514.3955851,2057.58234
3551084045,400.2530028,5603.542039
3551342299,514.5016284,2572.508142
3551695659,978.9778628,13705.69008
3552394097,356.0531442,1068.159433
3552859408,869.2319171,3476.927668
3553696100,516.8412666,14471.55546
3553702381,599.6688385,7795.694901
3553896680,356.4103817,8910.259543
3556739004,748.4508721,7484.508721
3557818586,285.9133049,5432.352793
3559232671,650.6815211,16917.71955
3559739048,302.6994428,4540.491642
3562603242,348.9421299,6629.900468
3565697089,233.6998825,3271.798355
3567225316,799.2352664,5594.646865
3568227646,573.2610841,1146.522168
3568567942,692.9511304,11087.21809
3568848026,861.7200846,1723.440169
3569707046,185.0323486,1295.22644
3570312802,778.9939438,10905.91521
3572165186,268.6039835,5372.07967
3576609711,206.9367032,5794.22769
3579409275,395.5145875,0
3581339014,552.6568182,0
3581393535,590.1536992,1180.307398
3581554883,954.0631233,23851.57808
3581611981,452.5488594,5430.586313
3581842005,269.7692987,2427.923688
3582877117,488.9997194,488.9997194
3583430505,819.390729,20484.76823
3584037717,984.5235964,26582.1371
3584372064,207.3242988,5183.10747
3584920170,865.6765051,12119.47107
3587111798,428.7149143,3858.434229
3589338723,744.476896,2233.430688
3589352375,484.5259883,8236.941801
3591169587,870.9886458,10451.86375
3592066133,918.6812021,4593.406011
3595135291,409.7558817,7785.361752
3595429127,504.6446743,15139.34023
3596953390,221.6204952,6426.994361
3597840001,975.2356757,6826.64973
3598283335,106.363069,2871.802863
3598667002,576.8975236,11537.95047
3600685674,299.0017596,6578.038711
3600781509,313.4224327,1567.112164
3602850906,891.109389,25842.17228
3604056060,734.5007466,15424.51568
3606558690,993.734603,6956.142221
3608676640,486.7195137,8760.951247
3608832053,744.8665475,11172.99821
3609537995,971.4335585,14571.50338
3609627958,983.3165585,25566.23052
3611209181,206.10803,1030.54015
3611436503,423.1782568,10579.45642
3613369246,463.3685021,13437.68656
3613914338,946.6120554,21772.07727
3614959069,765.5377846,21435.05797
3616173485,838.8031795,838.8031795
3616518993,825.3938393,20634.84598
3618666797,628.8589918,6288.589918
3620451052,624.7182738,1249.436548
3622219417,371.7361801,6319.515062
3622897210,775.6426744,23269.28023
3626875653,954.2404197,10496.64462
3628159967,355.2746399,8526.591358
3631838831,402.476241,1609.904964
3632098158,261.4292863,2091.43429
3634250878,660.0832143,0
3634909182,600.5783542,4204.048479
3635023073,392.5302345,2747.711642
3635454329,491.4858425,2948.915055
3636177004,313.6576982,5018.523171
3637706677,515.0148265,13905.40032
3638878615,712.7100812,10690.65122
3639888440,52.8857532,158.6572596
3644488478,541.4975899,15703.43011
3646878488,786.4843854,5505.390698
3646890136,314.1968567,2199.377997
3649263911,846.0664459,21997.72759
3650364777,227.9131563,1823.30525
3650732830,853.5837651,1707.16753
3651916813,755.5034884,6799.531396
3652480301,743.6344504,17103.59236
3652909999,435.8767684,1743.507074
3658323901,705.911185,9882.75659
3658809107,988.0672745,13832.94184
3660144651,931.2138503,3724.855401
3662226171,245.5154513,3928.247221
3663158118,247.6550148,7429.650444
3668076095,881.0773248,10572.9279
3669527781,550.4146843,14310.78179
3669567925,602.3405269,16865.53475
3669591416,914.1891189,10970.26943
3671190139,662.3495406,2649.398162
3674935143,833.3532805,23333.89185
3675302818,535.8868722,7502.416211
3676078129,814.1956054,17098.10771
3678951139,828.3151135,23192.82318
3684775236,605.5981422,3027.990711
3685379831,35.04904342,981.3732158
3685418050,419.5619303,10489.04826
3692503266,211.1791851,633.5375553
3693280007,703.0219452,16169.50474
3693537296,699.9841384,12599.71449
3694077083,309.0951308,4945.522093
3698051431,746.9894161,0
3701023477,407.7602189,11417.28613
3702226634,253.9655417,2031.724334
3704833774,503.9091447,0
3707149502,819.4789443,9014.268387
3708167132,124.7533989,748.5203934
3708469594,901.5045824,10818.05499
3708889491,389.5537416,3116.429933
3712792482,79.71701187,1275.47219
3714377023,474.1123426,0
3714469580,602.1152676,15052.88169
3714929449,495.7634253,0
3715363485,629.8197898,629.8197898
3715986505,545.6993816,4365.595053
3716861385,874.0810164,16607.53931
3717332618,578.2834626,578.2834626
3719419524,896.7453909,4483.726955
3719466512,683.8202526,5470.562021
3722133584,538.9531178,11318.01547
3722770866,627.6328189,15690.82047
3723219248,487.4106254,9260.801883
3723499820,440.2191503,4842.410653
3724965486,459.384422,2296.92211
3726435993,602.8981449,3617.388869
3731079653,438.9596391,8779.192782
3732340651,716.4446716,21493.34015
3733178718,465.0166178,4650.166178
3733684328,682.725703,3413.628515
3733812221,223.6510032,0
3733913655,477.0149741,7632.239586
3734041065,684.0287684,13680.57537
3737637735,622.1654905,0
3739346624,935.1886516,19638.96168
3743616647,406.2528695,10156.32174
3744543082,629.7928216,14485.2349
3744723486,744.1241425,22323.72428
3746750530,669.5612739,6026.051465
3748646082,939.583394,939.583394
3748967456,718.5289043,12933.52028
3753168362,866.8008388,14735.61426
3753572882,104.4619722,417.8478888
3754783798,660.3795958,5283.036766
3755892531,458.5856024,12381.81126
3757168855,391.4067023,391.4067023
3757180542,386.5830825,11597.49248
3758247756,548.0122911,9864.22124
3758300746,627.5321121,11923.11013
3758384645,981.7298375,17671.13708
3760252470,992.9764068,13901.6697
3760349148,260.0057337,5200.114674
3766710393,644.1259832,4508.881882
3768949196,422.614362,5071.372344
3769129330,903.8847223,13558.27083
3769223968,770.8186889,18499.64853
3772445997,931.1171444,7448.937155
3773720479,172.0351479,1720.351479
3774542057,200.2843398,5607.961514
3774763666,84.18846851,589.3192796
3775377628,412.6405528,6602.248845
3779199839,578.2513055,5204.26175
3781821220,795.9126882,20693.72989
3782068019,593.6272255,16027.93509
3788537411,234.4246068,6798.313597
3792103032,254.9159716,6882.731233
3792474266,997.6217307,8978.595576
3793900430,247.3165847,7419.497541
3794492807,32.72000474,523.5200758
3798022882,519.2845487,9347.121877
3804630024,900.7063168,6304.944218
3805446760,898.1056593,4490.528297
3808008068,866.068007,6062.476049
3809569149,292.0606699,2920.606699
3810841480,296.3706656,8298.378637
3811465718,620.0755269,5580.679742
3813563637,992.8358237,10921.19406
3815293880,123.1615742,1354.777316
3815423940,399.1900348,0
3815698527,765.5517243,21435.44828
3816004490,306.2600404,7350.24097
3817747404,791.9249215,2375.774765
3818895517,527.4927817,2637.463909
3819564866,656.3685964,18378.3207
3819709978,175.9426771,1231.59874
3821456401,764.0368711,6112.294969
3821685967,862.508324,21562.7081
3822669297,527.5805358,14772.255
3822728355,525.1491252,11553.28075
3823452816,523.3362839,10466.72568
3823580013,296.3328,0
3825656302,231.9708069,2783.649683
3827739049,615.4655337,6770.120871
3829134200,718.5071139,10059.09959
3829150944,938.1873711,7505.498969
3831714030,681.8152601,12954.48994
3832343281,62.46266579,874.4773211
3835659842,65.74840168,1183.47123
3840303535,365.1333623,10588.86751
3841498691,166.9837815,166.9837815
3843922940,203.7188665,2444.626398
3844294109,146.4119144,3074.650202
3844382018,376.1595798,7523.191596
3845584393,206.8344243,3723.019637
3845884657,527.9947945,13727.86466
3846730100,912.1798465,17331.41708
3847854033,888.4147352,21321.95364
3850822236,310.8060209,7459.344502
3850844318,117.4985881,1292.484469
3850853150,631.0426792,4417.298754
3850921556,98.8178528,2668.082026
3852087919,566.5202995,16995.60899
3852937700,129.298287,2844.562314
3854309964,200.5866506,601.7599518
3854796168,289.7171796,3766.323335
3855319715,992.7498098,17869.49658
3856401711,540.9996818,12442.99268
3856990818,314.0772256,3768.926707
3857738576,854.1766719,20500.24013
3860560237,279.9164251,2239.331401
3860701409,40.85319545,367.6787591
3862020693,865.5540299,20773.29672
3862773857,529.6572068,7415.200895
3863457693,213.5880344,0
3863958627,306.6302428,306.6302428
